Product Id	Type	Description	Unit	Vendor	Location	Reference	Compatibility	Category	Comission Percent	Commission Flat	Stock	Reserved	Ordered	Minimum Stock	Last Price	Cost Markup	Cost	Retail Price	Retail Date	Wholesale Price	Whole Date	Cost Date	Init Stock	Stock Date	Last Invoice	Last Order	Total Sales	Init Date	Gross	Total Sold	Remarks 1	Remarks 2	Remarks 3	Remarks 4	Remarks 5	Remarks 6
SOLID419	700-12	ECO-SOLID 700X12 LUG NM GRAY		MAIN		935080-70	NEW TIRES		0.00	0.00	24	0	0	0	137.12	13.00	154.94	290.00	06/13/2012	270.00	06/13/2012	02/16/2015	8	02/12/2015	0	12645	0.00	01/01/0001	0.00	0.00						
SOLID42	21X8X15	WIDETRACK 21X8X15 LUG		CHINESE			NEW TIRES		0.00	0.00	2	-2	-116	0	103.11	13.00	116.51	185.00	03/13/2012	162.00	03/13/2012	07/16/2014	2	01/17/2015	447580	11778	35091.00	05/13/2007	6331.64	245.00						
SOLID43	300-15	SOLID 300-15 8inch LUG		MAIN		24955101	NEW TIRES		0.00	0.00	12	0	4	0	362.47	13.00	409.59	520.00	03/16/2011	498.00	05/13/2013	07/23/2014	13	01/17/2015	458873	11713	59434.00	05/13/2007	10371.66	127.00						
SOLID45	18X7-8	SOLID 18x7-8 4.33inch LUG		CHINESE			NEW TIRES		0.00	0.00	17	0	1	0	74.89	13.00	84.62	110.00	03/16/2011	100.00	03/16/2011	07/16/2014	17	01/17/2015	455278	11778	16566.00	05/13/2007	4454.98	175.00						
SOLID451	9X5X5	POLY 9x5x5 (TI-033)					NEW TIRES		0.00	0.00	2	0	0	0	54.57	13.00	61.66	95.00		85.00		09/04/2013	2	02/04/2015	427702	0	170.00	01/01/0001	60.86	2.00						
SOLID455	815-15	MITCO GS-SOLID 815X15 LUG					NEW TIRES		0.00	0.00	0	0	0	0	255.00	13.00	288.15	315.00	03/14/2014	300.00	03/14/2014	09/22/2014	0	01/17/2015	455788	0	600.00	01/01/0001	90.00	2.00						
SOLID458	16X6X10-1/2	WIDETRACK 16x6x10-1/2 SM		MITCO		04400001	NEW TIRES		0.00	0.00	6	0	0	0	71.31	13.00	80.58	95.00	02/04/2014	85.00	02/04/2014	01/26/2015	6	02/27/2015	458645	12571	3590.00	01/01/0001	880.22	38.00						
SOLID46	14X4-1/2X8	WIDETRACK 14X4-1/2X8 SM		MITCO			NEW TIRES		0.00	0.00	8	0	0	0	46.51	13.00	52.56	69.00	03/16/2011	59.00	03/16/2011	12/15/2014	14	01/17/2015	458709	12422	26211.00	05/13/2007	7065.21	463.00						
SOLID47	21X8-9	SOLID 21x8-9 LUG 6.0inch		MITCO			NEW TIRES		0.00	0.00	4	0	0	0	129.73	13.00	146.59	165.00	03/16/2011	155.00	03/16/2011	03/03/2014	4	01/17/2015	445994	11269	8072.00	05/13/2007	1853.68	60.00						
SOLID478	16X6X10-1/2	MAINE 16x6x10-1/2 GREY SM		MAIN			NEW TIRES		0.00	0.00	8	0	0	0	120.10	13.00	135.71	175.00	10/14/2010	155.00	10/14/2010	12/15/2014	8	02/27/2015	438886	11079	3410.00	01/01/0001	767.80	22.00						
SOLID48	27X10-12	SOLID 27x10-12 8inch LUG					NEW TIRES		0.00	0.00	4	0	0	0	203.52	13.00	229.98	330.00	03/16/2011	315.00	03/16/2011		4	11/09/2014	452660	0	5260.00	05/13/2007	1393.12	19.00						
SOLID487	18X7X12-1/8	WIDETRACK 18x7x12-1/8 LUG					NEW TIRES		0.00	0.00	5	0	0	0	104.00	13.00	117.52	125.00	12/05/2013	115.00	11/27/2013	09/22/2014	5	01/17/2015	0	0	0.00	01/01/0001	0.00	0.00						
SOLID50	16X6X10-1/2	L-GUARD 16x6x10-1/2 SMOOTH		MITCO			NEW TIRES		0.00	0.00	4	0	0	0	52.78	13.00	59.64	95.00	11/16/2012	85.00	11/16/2012	12/15/2014	4	02/27/2015	458800	12308	37513.00	05/13/2007	8074.70	467.00						
SOLID52	1000-20	SOLID EMERALD 1000x20 7.5inch		EMERALD			NEW TIRES		0.00	0.00	37	0	0	0	473.00	13.00	534.49	700.00	10/06/2014	600.00	10/06/2014	09/29/2014	37	02/26/2015	456784	11936	369374.00	05/13/2007	74191.32	556.00						
SOLID521	21X7X15	WIDETRACK 21x7x15 LUG					NEW TIRES		0.00	0.00	0	0	0	0	135.00	13.00	152.55	152.00		145.00		02/17/2015	0	02/16/2015	458645	0	580.00	01/01/0001	40.00	4.00						
SOLID53	1200-20	SOLID 1200-20 GS 8inch LUG		MITCO		24810101	NEW TIRES		0.00	0.00	6	0	0	0	825.00	13.00	932.25	980.00	03/16/2011	935.00	03/16/2011	02/17/2015	6	02/26/2015	458705	12647	66769.28	05/13/2007	11216.66	72.00						
SOLID54	22X8X16	WIDETRACK 22X8X16 SM		MITCO			NEW TIRES		0.00	0.00	6	0	0	0	160.40	13.00	181.25	220.00	12/17/2013	205.00	12/17/2013	08/18/2014	8	01/17/2015	457324	11872	12533.00	05/13/2007	2748.69	73.00						
SOLID55	22X12X16	WIDETRACK 22X12X16 SM		MITCO			NEW TIRES		0.00	0.00	18	0	0	0	254.00	13.00	287.02	315.00	05/08/2012	275.00	05/13/2013	03/20/2014	18	01/17/2015	446448	11347	8815.00	05/13/2007	1783.72	37.00						
SOLID57	22X8X16	WIDETRACK 22X8X16 LUG		MITCO			NEW TIRES		0.00	0.00	2	0	0	0	145.44	13.00	164.35	220.00	02/14/2013	175.00	05/13/2013	02/03/2014	2	01/17/2015	446941	9825	5830.00	01/01/0001	1356.66	40.00						
SOLID58	20X8X16	WIDETRACK 20X8X16 SM		MICHEL			NEW TIRES		0.00	0.00	2	0	0	0	179.40	13.00	202.72	145.00	03/21/2011	132.00	03/21/2011	12/17/2013	2	01/19/2015	453980	11013	1990.00	01/01/0001	127.08	18.00						
SOLID59	18X9X12-1/8	SOLID 18x9x12-1/8 WT SM		CHINESE			NEW TIRES		0.00	0.00	9	0	0	0	65.00	13.00	73.45	147.00	03/16/2011	137.00	03/16/2011	06/27/2013	9	01/17/2015	444025	89	1111.00	01/01/0001	526.00	9.00						
SOLID60	18X8X12-1/8	SOLID 18X8X12-1/8 WT SM		MITCO			NEW TIRES		0.00	0.00	2	0	0	0	112.36	13.00	126.96	145.00	03/16/2011	135.00	03/16/2011	04/03/2014	2	01/17/2015	447641	11401	4982.00	01/01/0001	1095.16	40.00						
SOLID600	600-9	SOLID 600-9 TWA WHITE CHAMFER		MITCO		76300158	NEW TIRES		0.00	0.00	0	0	0	0	125.60	13.00	141.92	165.00	08/31/2012	145.00	08/31/2012	01/23/2015	0	01/27/2015	455332	10067	15082.00	01/01/0001	3024.40	96.00						
SOLID61	18X7X12-1/8	SOLID 18x7x12-1/8 WT SM		CHINESE		4490001	NEW TIRES		0.00	0.00	22	-2	0	0	75.45	13.00	85.25	125.00	03/16/2011	115.00	03/16/2011	07/16/2014	24	01/17/2015	457985	11778	14902.00	01/01/0001	3277.86	136.00						
SOLID62	18X5X12-1/8	WIDETRACK 18X5X12-1/8 SM		MITCO		04480001	NEW TIRES		0.00	0.00	2	0	0	0	70.05	13.00	79.16	95.00	03/16/2011	85.00	03/16/2011	11/13/2014	2	01/17/2015	455020	12308	7056.00	01/01/0001	1791.94	100.00						
SOLID624	12X5-1/2X8	SOLID 12X5-1/2X8 WT SM NM		MITCO			NEW TIRES		0.00	0.00	3	0	0	0	51.59	13.00	58.29	120.00	12/09/2011	100.00	12/09/2011	03/03/2014	4	01/17/2015	457158	10523	520.00	01/01/0001	211.43	5.00						
SOLID63	16-1/4X6X11-1/4	WIDETRACK 16-1/4X6X11-1/4 SM		MITCO		04420001	NEW TIRES		0.00	0.00	6	0	0	0	68.16	13.00	77.02	92.00	03/16/2011	82.00	03/16/2011	12/15/2014	8	01/19/2015	458235	12308	10504.50	01/01/0001	1942.40	143.00						
SOLID64	16-1/4X5X11-1/4	WIDETRACK 16-1/4X5X11-1/4 SM		MITCO		4415001	NEW TIRES		0.00	0.00	12	0	0	0	57.50	13.00	64.97	82.00	01/24/2011	70.00	03/21/2011	12/15/2014	12	01/19/2015	456798	12308	15053.00	01/01/0001	3361.48	236.00						
SOLID65	15X5X11-1/4	WIDETRACK 15X5X11-1/4 SM		CHINESE			NEW TIRES		0.00	0.00	3	-2	0	0	35.11	13.00	39.67	70.00	03/16/2011	60.00	03/16/2011	05/08/2014	5	02/24/2015	458200	10633	16148.00	01/01/0001	4194.69	288.00						
SOLID66	14X5X10	WIDETRACK 14X5X10 SM		MITCO		04295001	NEW TIRES		0.00	0.00	6	0	0	0	44.20	13.00	49.95	67.00	03/16/2011	57.00	03/16/2011	11/13/2014	6	01/17/2015	454013	12308	11872.00	01/01/0001	3139.04	222.00						
SOLID67	13-1/2X5	SOLID 13-1/2x5-1/2x8 WT SM		MITCO			NEW TIRES		0.00	0.00	1	0	0	0	51.55	13.00	58.25	75.00	03/16/2011	65.00	03/16/2011	03/03/2014	1	02/02/2015	457361	9557	3094.00	01/01/0001	782.31	55.00						
SOLID69	10X5X6-1/2	SOLID 10x5x6-1/2 WT SM		MITCO		04130001	NEW TIRES		0.00	0.00	5	0	0	0	26.73	13.00	30.20	48.00	03/16/2011	38.00	03/16/2011	11/13/2014	2	11/09/2014	453416	12308	4763.00	01/01/0001	1646.80	135.00						
SOLID70	9X5X5	SOLID 9x5x5 WT SMOOTH		MITCO		04060001	NEW TIRES		0.00	0.00	1	0	0	0	25.60	13.00	28.93	46.00	03/16/2011	36.00	03/16/2011	09/29/2014	1	02/04/2015	450607	12091	1895.00	01/01/0001	483.30	64.00						
SOLID71	400-8	MITCO 400-8 TWA LARGE CENTER		MITCO			NEW TIRES		0.00	0.00	0	0	0	0	56.00	13.00	63.28	69.75	01/26/2015	69.75	01/26/2015	01/26/2015	0	01/28/2015	455189	12571	98393.25	01/01/0001	18649.25	1728.00						
SOLID712	18X7X12-1/8	MAINE 18X7X121/8 GREY SM		MAIN		923093	NEW TIRES		0.00	0.00	4	0	0	0	138.80	13.00	156.84	190.00	10/14/2010	170.00	10/14/2010	12/06/2013	4	01/17/2015	0	10792	0.00	01/01/0001	0.00	0.00						
SOLID715	21X7X15	SUPER SOLID 21X7X15 SM NM		MITCO		06605002	NEW TIRES		0.00	0.00	6	0	0	0	170.18	13.00	192.30	210.00		200.00		02/17/2015	6	02/16/2015	0	12091	0.00	01/01/0001	0.00	0.00						
SOLID750	750-15	SOLID 750-15 GS 5.5inch		MITCO		24510101	NEW TIRES		0.00	0.00	6	0	0	0	284.23	13.00	321.17	350.00	10/10/2011	330.00	10/10/2011	07/15/2014	6	01/17/2015	445710	11775	1320.00	01/01/0001	183.08	4.00						
SOLID77	23X9-10	SOLID TIRE 23x9-10 LUG 6.5 GS		MITCO		24930101	NEW TIRES		0.00	0.00	2	0	0	0	183.20	13.00	207.01	230.00	03/21/2011	210.00	03/21/2011	06/18/2014	2	11/09/2014	452882	11679	10660.00	01/01/0001	2453.86	62.00						
SOLID777	500-8	MITCO GS-SOLID 500x8 LUG					NEW TIRES		0.00	0.00	10	0	0	0	70.00	13.00	79.10	91.00	10/14/2010	81.00	05/02/2014	10/21/2014	10	02/27/2015	0	0	0.00	01/01/0001	0.00	0.00						
SOLID78	21X7X15	WIDETRACK 21X7X15 LUG NM		MITCO			NEW TIRES		0.00	0.00	0	0	4	0	138.30	13.00	156.27	175.00	03/21/2011	165.00	05/13/2013	02/17/2015	-2	02/16/2015	458292	12422	99118.00	01/01/0001	16321.13	655.00						
SOLID784	650-10	SOLID 650x10 LUG NON-MARKING		MAIN			NEW TIRES		0.00	0.00	8	0	0	0	104.38	13.00	117.94	140.00	10/14/2010	130.00	06/26/2014	01/23/2015	8	01/17/2015	0	11713	0.00	01/01/0001	0.00	0.00						
SOLID798	700-12	MITCO 700-12 5inch GS SOLID LUG		MITCO		24400101	NEW TIRES		0.00	0.00	8	0	0	0	176.51	13.00	199.45	215.00	10/14/2010	200.00	10/14/2010	01/23/2015	10	02/12/2015	455791	12550	3260.00	01/01/0001	252.00	16.00						
SOLID812	18X8X12-1/8	SUPER SOLID 18X8X12-1/8 SM NM		MITCO		6495002	NEW TIRES		0.00	0.00	4	0	0	0	156.82	13.00	177.20	190.00	03/16/2011	180.00	03/16/2011	09/03/2013	4	01/17/2015	442337	10552	690.00	01/01/0001	62.72	4.00						
SOLID815	21X8X15	MAINE 21X8X15 GREY SM NM		MAIN		20003931	NEW TIRES		0.00	0.00	4	0	0	0	203.91	13.00	230.41	260.00	10/14/2010	250.00	03/05/2014	05/29/2014	4	01/17/2015	438886	11590	500.00	01/01/0001	92.18	2.00						
SOLID825X20	825X20	SOLID 825x20  LUG					NEW TIRES		0.00	0.00	2	0	0	0	100.00	13.00	113.00	150.00	10/14/2010	150.00	10/14/2010	07/23/2014	2	01/17/2015	0	0	0.00	01/01/0001	0.00	0.00						
SOLID84	18X7X12-1/8	SOLID 18x7x12-1/8 WT LUG NM		EMERALD			NEW TIRES		0.00	0.00	11	0	6	0	129.66	13.00	146.51	145.00	03/21/2011	135.00	05/13/2013	02/06/2014	19	01/17/2015	458417	11176	20592.00	01/01/0001	3576.64	159.00						
SOLID86	16-1/4X5X11-1/4	WIDETRACK 16-1/4X5X11-1/4SM NM		MITCO		4415002	NEW TIRES		0.00	0.00	16	0	0	0	67.73	13.00	76.53	85.00	03/16/2011	80.00	05/13/2013	12/15/2014	16	01/19/2015	440366	11520	6744.00	01/01/0001	1351.57	101.00						
SOLID87	16-1/4X6X11-1/4	WIDETRACK 16-1/4X6X11-1/4SM NM		MITCO			NEW TIRES		0.00	0.00	9	0	0	0	81.79	13.00	92.42	105.00	02/01/2012	95.00	02/01/2012	12/15/2014	9	01/19/2015	449160	11679	7937.00	01/01/0001	1143.43	88.00						
SOLID89	12X5-1/2X8	SOLID 12x5-1/2x8 WT SM		MITCO			NEW TIRES		0.00	0.00	0	0	0	0	42.99	13.00	48.57	62.00	03/21/2011	52.00	03/21/2011	03/03/2014	0	01/17/2015	438989	11046	2098.00	01/01/0001	483.19	41.00						
SOLID90	18X6X12-1/8	WIDETRACK 18X6X12-1/8 SM NM		MITCO		04485002	NEW TIRES		0.00	0.00	2	0	0	0	102.00	13.00	115.26	125.00	03/16/2011	120.00	05/13/2013	11/13/2014	4	01/17/2015	456807	12308	8428.00	01/01/0001	1091.75	77.00						
SOLID93	14X4-1/2X8	WIDETRACK 14X4-1/2X8 SM NM		MITCO			NEW TIRES		0.00	0.00	7	0	0	0	55.81	13.00	63.06	75.00	03/18/2011	65.00	03/18/2011	02/05/2015	6	01/17/2015	457574	12610	11385.36	01/01/0001	2040.75	185.00						
SOLID95	15X4-1/2-8	SOLID 15x4-1/2-8 3inchGS LUG		MITCO			NEW TIRES		0.00	0.00	4	0	0	0	79.63	13.00	89.98	89.00	02/03/2011	75.00	02/03/2011	09/29/2014	6	01/17/2015	457384	10942	2750.00	01/01/0001	723.36	36.00						
SOLID98	15X5X11-1/4	WIDETRACK 15X5X11-1/4 SM NM		MITCO		4320002	NEW TIRES		0.00	0.00	17	0	6	0	46.34	13.00	52.36	79.00	01/18/2012	69.00	01/18/2012	02/26/2015	13	02/24/2015	458710	12687	11392.00	01/01/0001	2921.29	168.00						
SOLID991	10-16.5	SOLID 10-16.5 LUG		MITCO		30X10-20 7.5inch	NEW TIRES		0.00	0.00	0	0	0	0	340.00	13.00	384.20	450.00	09/18/2014	400.00	09/18/2014	02/13/2015	0	02/13/2015	439219	11203	1800.00	01/01/0001	440.00	4.00						
SOLIDEAL10	1000-20	SOLIDEAL 1000-20 EXCAVATO 16P					NEW TIRES		0.00	0.00	3	0	0	0	429.00	13.00	484.77	515.00	12/04/2012	485.00	12/04/2012	09/29/2014	3	02/26/2015	444147	0	600.00	01/01/0001	-258.00	2.00						
SOLIDEAL141	650-10	SOLIDEAL 650-10 RIB I-3 10PR		TDI		108110141	NEW TIRES		0.00	0.00	5	0	0	0	78.17	13.00	88.33	100.00	10/14/2010	90.00	10/14/2010	01/23/2015	5	01/17/2015	427808	10578	200.00	01/01/0001	43.66	2.00						
SOLIDEAL1801	800-16.5	SOLIDEAL 800-16.5 RIB I-3 8PR		TDI		10811801	NEW TIRES		0.00	0.00	5	0	0	0	143.16	13.00	161.77	175.00		165.00		01/14/2014	5	02/04/2015	444213	11090	7455.00	01/01/0001	1012.80	45.00						
SOLIDEAL2041	SOLDOUT	SOLIDEAL 690-9 RIB I-3 10PR		SOLIDEAL		108112041	NEW TIRES		0.00	0.00	0	0	0	0	74.89	13.00	84.63	90.00	07/17/2014	85.00	07/17/2014	08/18/2014	0	01/19/2015	455354	11901	5730.00	01/01/0001	790.91	71.00						
SOLIDEAL228	22X8X16	WIDETRACK 22X8X16 SM NM		MITCO		04645002	NEW TIRES		0.00	0.00	0	0	0	0	176.64	13.00	199.60	265.00	10/14/2010	205.00	05/13/2013	02/03/2014	0	01/17/2015	416394	9892	530.00	01/01/0001	176.72	2.00						
SOLIDEAL2812	28X12X22	WIDETRACK 28X12X22 SM NM		MITCO		04805002	NEW TIRES		0.00	0.00	0	0	0	0	372.37	13.00	420.77	450.00	03/12/2013	425.00	03/12/2013	01/23/2015	0	09/22/2014	416394	9892	900.00	01/01/0001	155.26	2.00						
SOLIDEAL700	700-12	SOLIDEAL 700-12 LUG					NEW TIRES		0.00	0.00	4	0	0	0	0.00	13.00	0.00	119.00	02/06/2015	104.00	02/06/2015	02/06/2015	4	02/12/2015	0	0	0.00	01/01/0001	0.00	0.00						
SOLIDFLAT	600-9	SOLID 600-9 4.25 BLK FLAT		MITCO		76300157	NEW TIRES		0.00	0.00	24	0	0	0	125.00	13.00	141.25	165.00	08/31/2012	145.00	08/31/2012	01/23/2015	30	01/27/2015	458282	12517	22182.00	01/01/0001	4868.40	138.00						
SOLIDRED	16X5X10-1/2	SOLID RED 16x5x10-1/2					NEW TIRES		0.00	0.00	2	0	0	0	50.00	13.00	56.50	60.00	01/24/2011	60.00	03/16/2011	01/12/2015	2	02/27/2015	0	0	0.00	01/01/0001	0.00	0.00						
SOLIDRED01	15X8X11-1/4	SOLID RED 15x8x11-1/4					NEW TIRES		0.00	0.00	2	0	0	0	40.00	13.00	45.20	50.00	10/14/2010	50.00	10/14/2010	05/08/2014	2	01/17/2015	0	0	0.00	01/01/0001	0.00	0.00						
SOLIDTRAC750	750-16	POWERKING 750-16 TL 10PR		TREADWAYS		LDT49	NEW TIRES		0.00	0.00	2	0	0	0	77.14	13.00	87.17	105.00	01/23/2015	95.00	01/23/2015	01/23/2015	11	01/17/2015	458223	12592	6006.00	01/01/0001	1099.57	65.00						
SOLIDTRACC875	875-16.5	SOLIDTRAC 875-16.5 RIB 10PR		EMERALD			NEW TIRES		0.00	0.00	23	0	0	0	102.72	13.00	116.07	135.00	07/29/2011	125.00	07/29/2011	09/18/2014	25	01/17/2015	457344	12054	800.00	01/01/0001	183.68	6.00						
SPACER01	SPACER	SPACER 20-4.25							0.00	0.00	0	0	0	0	1.00	13.00	1.13	16.00		16.00			0		315441	0	164.00	05/13/2007	156.00	8.00						
SPACER02	SPACER	SPACER 20-4.5							0.00	0.00	0	0	0	0	1.00	13.00	1.13	16.00		16.00			0		449898	0	355.00	05/13/2007	337.00	18.00						
SPACER03	SPACER	SPACER 22-3.5							0.00	0.00	0	0	0	0	1.00	13.00	1.13	13.00		12.00			0		363521	0	192.00	05/13/2007	188.00	4.00						
SPACER04	SPACER	SPACER 22-4							0.00	0.00	0	0	0	0	1.00	13.00	1.13	15.00		15.00			0		377423	0	166.00	05/13/2007	157.00	9.00						
SPACER05	SPACER	SPACER 22-4.5							0.00	0.00	4	0	0	0	1.00	13.00	1.13	13.00		12.00			8		344109	0	100.00	05/13/2007	96.00	4.00						
SPOT	SPOT REPAIR	SPOT REPAIR					MOUNTS		0.00	0.00	0	0	0	0	1.00	13.00	1.13	1.00		1.00		06/01/2010	0	06/01/2010	0	0	0.00	01/01/0001	0.00	0.00						
SPUD	VALVE	OTR SPUD					RHINS		0.00	0.00	0	0	0	0	4.00	13.00	4.52	8.00	09/05/2008	8.00	09/05/2008	08/13/2013	0	08/13/2013	457911	0	938.65	01/01/0001	630.65	77.00						
STRIP	MISC	STRIP & SANDBLAST WHEEL					NEW TIRES		0.00	0.00	0	0	0	0	100.00	13.00	113.00	100.00		100.00		07/30/2009	0	07/30/2009	357450	0	300.00	01/01/0001	-100.00	4.00						
SUMIT01	12R22.5	SUMIT 12R22.5 ST727 16P		TREADWAYS		5530555	NEW TIRES		0.00	0.00	2	0	0	0	347.80	13.00	393.01	440.00	02/26/2013	410.00	02/26/2013	09/10/2014	7	01/17/2015	458801	12008	132110.53	05/13/2007	15631.00	349.00						
SUMIT02	11R17.5	SUMIT 11R17.5 717 14P		TREADWAYS			NEW TIRES		0.00	0.00	24	0	0	0	259.86	13.00	293.64	350.00	10/01/2012	330.00	10/01/2012	12/30/2014	24	01/17/2015	457295	12474	65031.00	05/13/2007	11084.00	204.00						
SUMIT04	10R17.5	SUMIT 10R17.5 727 16P		TREADWAYS			NEW TIRES		0.00	0.00	10	0	0	0	216.36	13.00	244.48	280.00	10/01/2013	260.00	10/01/2013	11/18/2014	20	01/17/2015	458749	12328	126306.00	05/13/2007	24252.07	545.00						
SUMIT05	445/65R22.5	SUMIT 44565R225 ST720 20P		TREADWAYS			NEW TIRES		0.00	0.00	6	0	0	0	492.23	13.00	556.21	675.00	08/13/2014	625.00	08/13/2014	11/18/2014	12	02/16/2015	458375	12328	244693.48	05/13/2007	34189.20	412.00						
SUMIT06	425/65R22.5	SUMIT 42565R225 ST720 20P		TREADWAYS			NEW TIRES		0.00	0.00	80	-2	0	0	492.33	13.00	556.33	590.00	08/13/2014	550.00	08/13/2014	12/11/2014	102	01/17/2015	458927	12410	1062221.36	05/13/2007	163541.53	1952.00						
SUMIT08	315/80R22.5	SUMIT 31580R225 ST718 18P		TREADWAYS		5530062	NEW TIRES		0.00	0.00	1	-2	0	0	483.18	13.00	545.99	585.00	07/15/2013	545.00	02/26/2013	01/08/2015	1	01/23/2015	455376	12196	428269.40	05/13/2007	65960.63	923.00						
SUMIT09	385/65R22.5	SUMITOMO 385/65R22.5 ST720 18P		TREADWAYS		5531490	NEW TIRES		0.00	0.00	83	0	0	0	382.90	13.00	432.67	495.00	05/28/2014	450.00	05/28/2014	12/11/2014	87	02/11/2015	458892	12410	670324.00	05/13/2007	100727.44	1573.00						
SUMIT10	SOLDOUT	SUMITOMO 255/70R22.5 ST727 16P		TREADWAYS			NEW TIRES		0.00	0.00	0	0	0	0	251.85	13.00	284.59	305.00	01/23/2014	285.00	02/25/2013	03/06/2014	0	01/17/2015	441116	11036	216755.00	05/17/2007	37064.34	903.00						
SUMIT11	11R22.5	SUMITOMO 11R22.5 ST710  14PLY		TREADWAYS		5532651	NEW TIRES		0.00	0.00	1	-1	0	0	280.80	13.00	317.30	340.00	11/18/2013	320.00	02/26/2013	02/11/2015	1	02/09/2015	454494	10548	254957.00	05/22/2007	40686.96	990.00	TRAILER					
SUMIT12	1200R20	SUMIT 1200R20 ST727 18P		TREADWAYS			NEW TIRES		0.00	0.00	2	0	0	0	495.26	13.00	559.64	650.00	02/27/2012	615.00	02/27/2012	02/17/2015	2	02/26/2015	447000	12068	25625.00	05/13/2007	3352.07	53.00						
SUMIT13	SOLDOUT	SUMITOMO 11R22.5 ST727  14PR		TREADWAYS		5530551	NEW TIRES		0.00	0.00	0	-2	0	0	295.15	13.00	333.52	345.00	01/30/2014	325.00	01/30/2014	11/07/2014	0	01/17/2015	445081	9838	219177.70	07/03/2007	30265.69	864.00						
SUMIT14	11R22.5	SUMITOMO 11R22.5 ST778 16PR		TREADWAYS		5530351	NEW TIRES		0.00	0.00	0	-2	0	0	291.50	13.00	329.39	350.00	01/30/2014	330.00	01/30/2014	02/11/2015	0	02/09/2015	457642	12592	452575.12	01/01/0001	67410.04	1447.00						
SUMIT18	295/75R22.5	SUMITOMO 295/75R22.5 ST778 LRG		TREADWAYS		5530375	NEW TIRES		0.00	0.00	10	-1	20	0	284.89	13.00	321.92	370.00	07/15/2013	340.00	02/26/2013	12/11/2014	10	02/24/2015	457674	12410	388860.00	01/01/0001	66277.70	1271.00						
SUMIT19.5	8R19.5	SUMIT 8R19.5 ST718 12PLY		ACME		5530045	NEW TIRES		0.00	0.00	0	0	0	0	210.00	13.00	237.30	245.00	02/27/2012	235.00	02/27/2012	02/19/2014	0	01/17/2015	436468	11223	3705.00	01/01/0001	875.67	18.00						
SUMIT195	225/70R19.5	SUMITOMO 225/70R19.5 ST718 14P		TREADWAYS		5530081	NEW TIRES		0.00	0.00	15	-2	0	0	189.39	13.00	214.01	240.00	01/30/2014	220.00	01/30/2014	12/30/2014	18	02/19/2015	458717	12474	57310.00	01/01/0001	7384.12	247.00						
SUMIT20	9R17.5	SUMIT 9R17.5 717 14P		TGI			NEW TIRES		0.00	0.00	0	0	0	0	240.48	13.00	271.74	265.00	02/27/2012	245.00	02/27/2012	03/28/2012	0	01/17/2015	454144	8221	16195.00	05/13/2007	2292.01	88.00						
SUMIT21	1000R15	SUMIT 1000R15 ST727 14P		TREADWAYS			NEW TIRES		0.00	0.00	7	0	0	0	293.94	13.00	332.15	370.00	04/23/2013	350.00	04/23/2013	09/29/2014	7	02/26/2015	449926	12008	100010.70	05/13/2007	10039.54	316.00						
SUMIT22570	225/70R15	GREMAX 225/70R15		TREADWAYS		GM007	NEW TIRES		0.00	0.00	30	0	0	0	56.04	13.00	63.32	80.00	03/11/2013	70.00	01/31/2008	12/11/2014	30	02/19/2015	458282	12411	13280.00	01/01/0001	3513.66	174.00						
SUMIT23	11R24.5	SUMITOMO 11R24.5 ST778 LRH		TREADWAYS		5530358	NEW TIRES		0.00	0.00	12	0	0	0	326.42	13.00	368.85	395.00	01/30/2014	375.00	01/30/2014	01/08/2015	16	01/21/2015	457610	12474	99526.00	06/21/2007	14199.29	287.00						
SUMIT245	245/75R22.5	SUMITOMO 245/75R22.5 ST718 14P		TREADWAYS			NEW TIRES		0.00	0.00	2	0	0	0	253.55	13.00	286.51	305.00	02/26/2013	290.00	02/26/2013	05/16/2014	2	01/29/2015	446992	11542	12339.00	01/01/0001	2633.41	44.00						
SUMIT25	9R22.5	SUMIT 9R22.5 ST727 14P		ACME			NEW TIRES		0.00	0.00	0	0	0	0	263.36	13.00	297.59	330.00	02/27/2012	310.00	02/27/2012	09/30/2014	0	01/17/2015	450549	12098	47085.00	05/13/2007	9009.82	187.00						
SUMIT26	11R22.5	SUMITOMO 11R22.5 ST938 16PR		TREADWAYS		5532752	NEW TIRES		0.00	0.00	29	0	0	0	308.43	13.00	348.52	370.00	01/30/2014	350.00	01/30/2014	02/11/2015	29	02/09/2015	456478	12410	566572.32	06/23/2007	87240.54	1741.00						
SUMIT27	11R24.5	SUMITOMO 11R24.5 ST938 16PR		TREADWAYS		5532459	NEW TIRES		0.00	0.00	2	0	0	0	335.40	13.00	379.00	425.00	07/15/2013	395.00	02/26/2013	01/08/2015	2	01/21/2015	456357	12328	161184.64	07/03/2007	23474.19	454.00						
SUMIT28	285/75R24.5	SUMITOMO 285/75R24.5 ST710 LRG		TREADWAYS		5532178	NEW TIRES		0.00	0.00	0	0	0	0	293.00	13.00	331.09	360.00	07/15/2013	330.00	02/26/2013	11/07/2014	0	01/17/2015	442889	11117	97091.00	07/05/2007	15586.75	340.00						
SUMIT29	12R22.5	SUMIT 12R22.5 ST518 16P		TREADWAYS		5531155	NEW TIRES		0.00	0.00	0	0	0	0	400.59	13.00	452.66	500.00	02/27/2012	475.00	02/27/2012	09/22/2014	0	01/17/2015	452529	12068	293747.00	05/13/2007	38473.78	709.00						
